center,left,right,steering,,,
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_33_347.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_33_347.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_33_347.jpg,0,0,0,11.0032
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_33_446.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_33_446.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_33_446.jpg,0,0,0,10.88301
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_33_553.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_33_553.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_33_553.jpg,-0.2,0,0,10.74255
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_33_648.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_33_648.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_33_648.jpg,-0.45,0,0,10.57926
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_33_746.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_33_746.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_33_746.jpg,-0.6500001,0,0,10.4173
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_33_846.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_33_846.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_33_846.jpg,-0.9000002,0,0,10.18009
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_33_912.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_33_912.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_33_912.jpg,-1,0,0,9.987168
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_015.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_015.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_015.jpg,-1,0,0,9.827109
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_116.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_116.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_116.jpg,-1,0,0,9.69461
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_215.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_215.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_215.jpg,0,0,0,9.434546
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_282.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_282.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_282.jpg,0,0,0,9.300537
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_383.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_383.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_383.jpg,-0.1,0,0,9.193746
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_450.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_450.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_450.jpg,-0.3,0,0,9.103402
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_518.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_518.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_518.jpg,-0.45,0,0,9.016806
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_619.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_619.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_619.jpg,-0.7,0.105993,0,8.88664
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_717.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_717.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_717.jpg,-0.9500002,0.4014423,0,9.015524
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_786.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_786.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_786.jpg,-1,0.4124165,0,9.233283
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_855.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_855.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_855.jpg,-1,0.2073426,0,9.376875
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_34_924.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_34_924.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_34_924.jpg,-1,0,0,9.362291
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_023.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_023.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_023.jpg,-1,0,0,9.239506
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_120.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_120.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_120.jpg,-1,0,0,9.120006
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_187.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_187.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_187.jpg,-1,0.2013631,0,9.128942
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_256.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_256.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_256.jpg,-1,0.1985314,0,9.272611
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_355.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_355.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_355.jpg,-1,0,0,9.215414
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_423.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_423.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_423.jpg,0,0,0,9.101386
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_524.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_524.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_524.jpg,-0.15,0,0,8.863802
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_591.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_591.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_591.jpg,-0.35,0,0,8.788439
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_658.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_658.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_658.jpg,-0.5000001,0.1064851,0,8.753477
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_757.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_757.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_757.jpg,-0.7500002,0.4036589,0,8.925085
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_858.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_858.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_858.jpg,-1,0.2994246,0,9.196696
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_35_925.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_35_925.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_35_925.jpg,-1,0.09877539,0,9.224288
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_026.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_026.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_026.jpg,-1,0,0,9.096436
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_125.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_125.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_125.jpg,-1,0,0,8.975593
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_227.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_227.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_227.jpg,-1,0,0,8.960361
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_309.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_309.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_309.jpg,-1,0,0,8.844331
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_393.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_393.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_393.jpg,-1,0,0,8.752478
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_460.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_460.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_460.jpg,-1,0.2024281,0,8.789986
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_563.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_563.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_563.jpg,-1,0.1879056,0,9.014273
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_662.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_662.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_662.jpg,-1,0,0,8.957553
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_761.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_761.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_761.jpg,-1,0,0,8.841689
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_860.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_860.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_860.jpg,-1,0.09774899,0,8.766264
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_36_961.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_36_961.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_36_961.jpg,-1,0.09731698,0,8.875717
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_063.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_063.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_063.jpg,-1,0,0,8.768061
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_163.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_163.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_163.jpg,-1,0.1526585,0,8.715664
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_265.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_265.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_265.jpg,0,0.4598458,0,8.927196
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_368.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_368.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_368.jpg,0,0.7664073,0,9.512541
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_466.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_466.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_466.jpg,0,1,0,10.5446
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_563.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_563.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_563.jpg,0,1,0,11.4794
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_695.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_695.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_695.jpg,0,1,0,12.72454
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_795.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_795.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_795.jpg,0,1,0,13.96091
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_868.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_868.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_868.jpg,-0.1,1,0,14.83782
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_37_968.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_37_968.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_37_968.jpg,0,1,0,16.05741
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_064.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_064.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_064.jpg,0,1,0,16.88354
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_162.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_162.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_162.jpg,-0.1,1,0,18.08371
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_265.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_265.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_265.jpg,0,1,0,18.93404
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_364.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_364.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_364.jpg,0,1,0,20.08055
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_464.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_464.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_464.jpg,0,1,0,20.99485
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_569.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_569.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_569.jpg,0,0.6836081,0,21.90705
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_669.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_669.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_669.jpg,0,0.3829124,0,22.34101
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_769.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_769.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_769.jpg,0,0.08243775,0,22.26689
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_873.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_873.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_873.jpg,0,0.152421,0,22.16694
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_38_972.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_38_972.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_38_972.jpg,0,0.4493794,0,22.33456
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_067.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_067.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_067.jpg,0,0.1621084,0,22.39927
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_168.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_168.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_168.jpg,0,0,0,22.10982
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_270.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_270.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_270.jpg,-0.25,0,0,22.06976
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_372.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_372.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_372.jpg,-0.5000001,0,0,21.46518
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_469.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_469.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_469.jpg,0,0,0,21.404
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_571.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_571.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_571.jpg,-0.15,0,0,20.89148
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_670.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_670.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_670.jpg,-0.4,0,0,20.92238
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_772.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_772.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_772.jpg,-0.6500001,0,0,20.27485
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_875.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_875.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_875.jpg,-0.9000002,0,0,20.07002
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_39_975.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_39_975.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_39_975.jpg,-1,0,0,19.31515
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_40_073.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_40_073.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_40_073.jpg,-1,0,0,19.3001
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_40_169.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_40_169.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_40_169.jpg,0,0,0,18.62467
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_40_270.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_40_270.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_40_270.jpg,0,0,0,18.62139
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_40_369.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_40_369.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_40_369.jpg,0,0,0,18.00238
/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/center_2017_05_22_14_38_40_465.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/left_2017_05_22_14_38_40_465.jpg,/home/akshay/Akshay/Workspace/Python/Udacity-Self Drive/IMG/right_2017_05_22_14_38_40_465.jpg,0.2,0,0,17.81886
