x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x17,x18,x19
y,12000,21,u,n,n,M,W,n,p,n,c,2,s,7,V,a,e
y,15000,32,m,n,n,F,S,n,p,n,c,0,m,17,J,a,n
y,12000,26,t,n,n,M,M,n,p,n,c,0,s,4,S,a,n
y,12000,28,t,n,n,F,M,n,p,n,c,0,m,6,V,a,n
y,14000,33,s,n,n,M,M,n,p,n,c,0,s,22,V,a,n
y,15000,21,n,n,n,M,S,n,p,n,c,0,m,43,D,p,n
y,12000,17,t,n,n,F,M,n,p,n,c,46,m,12,J,a,n
y,14000,14,u,n,n,M,S,n,p,n,c,10,m,14,V,a,n
y,12000,13,t,n,n,M,M,n,p,n,c,0,s,5,V,a,n
y,11000,10,s,n,n,M,S,n,p,n,c,30,m,18,P,a,n
y,15000,45,t,n,n,M,M,n,p,n,p,0,s,18,J,p,n
y,14000,34,t,n,n,M,M,n,p,n,b,0,m,3,T,a,n
y,13000,32,v,n,n,F,M,n,p,n,c,16,m,2,V,a,n
y,15000,31,i,n,n,M,M,n,p,n,c,8,m,24,V,p,n
y,11000,22,s,n,n,F,M,n,p,n,c,16,m,38,V,a,n
y,11000,21,c,n,n,F,S,n,p,n,c,20,s,4,J,a,n
y,12000,21,t,n,n,M,M,n,p,n,c,20,s,42,P,a,n
y,16000,21,j,n,n,F,M,n,p,n,c,60,m,20,A,a,n
y,12000,20,v,n,n,F,S,n,p,n,c,2,s,24,P,a,n
y,12000,25,s,n,n,F,M,n,p,n,p,0,m,36,J,a,n
y,15000,34,s,n,n,F,M,n,p,y,c,12,s,6,V,p,n
y,15000,54,s,n,n,F,M,n,p,n,b,0,m,26,M,a,e
y,12000,36,p,n,n,M,S,n,p,n,b,0,s,7,V,a,n
y,15000,30,t,n,n,M,M,n,p,y,b,0,m,64,V,v,n
y,30000,24,t,n,n,F,M,n,p,n,b,0,m,50,S,a,n
y,12000,51,t,n,n,M,S,n,p,n,c,10,s,46,V,a,e
y,16000,40,t,n,n,M,S,n,p,n,c,10,s,2,V,a,n
y,12000,20,s,n,n,M,M,n,p,n,c,6,m,2,M,p,n
y,11000,32,b,n,n,M,M,n,p,y,c,14,m,0,V,a,e
y,18000,13,u,n,n,M,M,n,p,n,c,20,m,24,V,a,n
y,12000,51,s,n,n,F,M,n,p,n,p,0,m,6,S,a,n
y,18000,42,s,n,n,F,M,n,o,n,p,0,m,5,V,a,n
y,31000,27,s,n,n,F,S,n,p,n,p,0,s,8,W,a,n
y,12000,15,d,n,n,F,S,n,p,n,p,0,s,14,J,a,n
y,12000,10,t,n,n,M,M,n,p,n,p,0,s,6,S,a,n
y,12000,21,s,n,n,F,M,n,p,n,c,2,s,4,D,p,n
y,12000,31,a,n,n,F,M,n,p,y,c,40,m,6,V,a,n
y,12000,18,t,n,n,F,M,n,p,n,c,20,m,12,V,a,n
y,12000,11,u,n,n,F,S,n,p,n,c,12,s,6,V,a,n
y,12000,75,v,n,n,M,M,n,p,n,p,0,s,83,J,a,n
y,15000,50,u,n,n,F,M,n,p,y,p,0,m,6,K,p,n
y,12000,41,o,n,n,F,M,n,p,y,p,0,m,6,P,a,n
y,15000,65,s,n,n,F,S,n,p,n,p,0,m,36,V,a,n
y,17000,50,s,n,n,M,M,n,p,n,p,0,s,14,V,a,n
y,12000,41,t,n,n,F,M,n,p,n,p,0,s,12,V,a,n
y,15000,42,t,n,n,F,D,n,p,n,p,0,m,28,V,a,s
y,12000,40,t,n,n,M,S,n,p,n,p,0,m,7,J,a,n
y,12000,24,u,n,n,F,S,n,p,n,p,0,s,6,J,a,n
y,22000,23,t,n,n,M,D,n,p,n,p,0,m,6,J,a,e
y,12000,29,t,n,n,F,M,n,p,y,p,0,m,3,V,p,n
y,15000,20,u,n,n,F,M,n,p,n,c,6,m,1,J,a,e
y,12000,33,j,n,n,M,M,n,p,n,p,0,m,14,V,a,n
y,14000,23,v,n,n,M,S,n,p,y,c,10,m,14,S,a,e
y,30000,30,t,n,n,F,W,n,p,n,c,14,m,13,V,a,n
y,12000,39,s,n,n,F,M,n,p,n,c,12,m,32,G,a,n
y,15000,24,t,n,n,F,M,n,p,n,p,0,m,27,V,a,n
y,12000,23,v,n,n,F,M,n,p,n,p,0,m,2,V,a,e
y,12000,25,s,n,n,M,M,n,p,y,c,12,m,3,D,p,n
y,12000,27,t,n,n,M,M,n,p,n,p,0,s,29,S,p,n
y,20000,33,d,y,n,M,M,n,p,n,p,0,m,17,J,a,n
y,15000,37,i,y,n,F,S,n,p,n,p,0,m,15,P,a,n
y,12000,28,c,n,n,F,M,n,p,y,p,0,m,9,J,p,n
y,12000,33,n,n,n,F,S,n,p,n,c,16,m,7,J,a,n
y,15000,22,i,n,n,M,M,n,p,n,p,0,s,6,V,a,n
y,17000,26,v,n,n,M,M,n,p,n,c,120,m,3,V,a,i
y,14000,31,i,y,n,M,M,n,p,n,p,0,m,43,V,a,n
y,12000,35,v,n,n,F,M,n,p,n,p,0,m,42,P,a,n
y,12000,34,t,n,n,F,M,n,p,n,c,90,m,27,J,a,n
y,12000,23,t,n,n,M,M,n,p,n,c,8,m,24,V,a,n
y,12000,27,s,n,n,F,S,n,p,n,b,0,m,6,J,a,n
y,12000,34,b,n,n,F,M,n,p,n,c,8,m,4,V,p,n
y,15000,24,t,n,n,F,S,n,p,n,c,10,s,15,P,p,n
y,15000,21,s,n,n,M,S,n,p,n,c,14,m,38,V,p,n
y,14000,22,s,n,n,F,M,n,p,n,p,0,s,7,V,a,n
y,12000,32,s,n,n,F,M,n,p,n,p,0,m,6,J,a,e
y,12000,24,t,n,n,M,M,n,p,n,c,6,m,34,K,a,n
y,12000,28,d,n,n,M,S,n,p,y,c,26,m,4,V,a,n
y,14000,33,u,n,n,F,M,n,p,n,c,10,s,24,S,a,n
y,15000,31,t,n,n,F,M,n,p,y,p,0,m,38,S,p,n
y,15000,29,i,n,n,M,S,n,p,n,p,0,m,26,V,a,e
y,12000,38,s,n,n,F,D,n,p,y,p,0,m,19,V,p,n
y,12000,22,s,n,n,F,M,n,p,n,p,0,m,7,V,p,n
y,15000,37,v,n,n,M,M,n,p,n,p,0,s,5,V,a,e
y,20000,36,o,n,n,M,S,n,p,n,p,0,m,19,V,p,n
y,11000,17,s,n,n,M,M,n,p,n,p,0,s,5,V,a,n
y,12000,16,t,n,n,F,S,n,p,n,p,0,s,10,G,a,n
y,15000,13,t,n,n,F,S,n,p,n,c,12,s,13,V,a,n
y,15000,11,u,n,n,M,M,n,p,n,c,20,s,31,J,p,n
y,15000,11,s,n,n,M,M,n,p,y,c,12,s,3,V,a,n
y,12000,12,t,n,n,M,M,n,p,n,p,0,m,22,J,a,n
y,13000,18,s,n,n,F,M,n,p,n,p,0,s,13,J,a,h
y,15000,13,v,n,n,F,M,n,p,y,p,0,s,3,W,a,n
y,11000,17,t,n,n,M,M,n,p,n,c,26,m,6,V,a,n
y,14000,17,c,y,n,M,S,n,p,n,p,0,m,2,V,a,n
y,13000,32,t,n,n,M,M,n,p,n,c,10,m,6,P,p,n
y,12000,54,s,n,n,M,M,n,p,n,p,0,s,16,J,a,n
y,12000,63,n,n,n,M,M,n,p,n,p,0,s,23,J,a,n
y,12000,53,t,n,n,M,M,n,p,n,p,0,s,12,G,a,n
y,13000,25,a,n,n,M,M,n,p,n,c,24,s,1,K,a,n
y,20000,26,g,n,n,M,M,n,p,n,c,16,m,34,V,a,h
y,12000,24,s,n,n,M,M,n,p,n,c,30,m,31,V,a,n
y,11000,22,t,n,n,M,M,n,p,n,c,120,m,24,M,a,n
y,12000,29,s,n,n,M,S,n,p,y,c,100,s,22,V,a,n
y,15000,23,u,n,n,F,S,n,p,n,c,10,s,22,P,a,n
y,20000,26,o,n,n,M,M,n,p,n,c,12,m,19,T,a,n
y,15000,24,t,n,n,M,M,n,p,n,c,4,m,16,V,a,n
y,11000,34,v,n,n,M,S,n,p,n,c,16,m,14,V,a,e
y,19000,26,v,n,n,M,M,n,p,y,c,100,m,14,S,a,n
y,15000,39,s,n,n,M,M,n,p,n,c,32,m,14,S,a,n
y,15000,26,v,n,n,F,S,n,p,n,c,50,s,47,V,a,n
y,13000,21,a,n,n,F,S,n,p,n,c,12,s,8,V,a,n
y,15000,29,t,n,n,M,M,n,p,n,c,20,m,7,M,a,n
y,15000,27,t,n,n,F,M,n,p,n,c,8,m,3,V,a,n
y,12000,27,v,n,n,M,S,n,p,n,b,0,s,2,W,a,e
y,28000,27,s,n,n,M,M,n,p,n,b,0,m,7,J,a,n
y,16000,26,s,n,n,F,M,n,p,n,p,0,m,50,V,a,n
y,30000,13,v,n,n,M,M,n,p,n,c,60,m,3,V,a,n
y,12000,10,u,n,n,F,S,n,p,n,c,16,s,3,D,a,n
y,13000,18,a,n,n,F,S,n,p,n,c,4,s,18,J,a,n
y,13000,11,t,n,n,M,S,n,p,n,c,24,m,15,V,a,n
y,21000,14,a,n,n,F,M,n,p,n,c,14,m,14,V,a,n
y,13000,12,s,n,n,F,M,n,p,n,c,10,m,10,V,a,n
y,12000,15,s,n,n,M,S,n,p,n,c,4,m,7,V,a,n
y,15000,15,s,n,n,F,M,n,p,y,p,0,m,1,J,a,n
y,15000,16,t,n,n,F,M,n,p,n,p,0,s,18,V,a,e
y,12000,11,u,n,n,F,M,n,p,y,p,0,m,15,V,a,n
y,12000,24,v,n,n,M,S,n,p,n,p,0,s,13,V,a,e
y,12000,45,s,n,n,F,S,n,p,n,c,36,s,36,I,a,n
y,14000,44,t,n,n,M,D,n,p,y,c,8,m,19,J,p,n
y,21000,18,t,n,n,F,M,n,p,n,c,2,m,52,J,a,n
y,12000,35,v,n,n,F,M,n,p,n,p,0,m,10,S,a,n
y,12000,18,t,n,n,F,S,n,p,y,p,0,m,10,V,a,n
y,15000,18,s,n,n,F,M,n,p,n,p,0,m,6,G,a,n
y,12000,21,t,n,n,M,M,n,p,n,b,0,s,0,J,a,n
y,20000,18,t,n,n,M,M,n,p,n,b,0,s,20,D,v,n
y,35000,38,h,n,n,M,M,n,p,n,c,44,m,8,G,v,n
y,15000,15,t,n,n,M,M,n,p,n,c,10,m,2,D,p,n
y,12000,47,d,n,n,F,M,n,p,y,p,0,m,5,V,p,n
y,11000,33,u,n,n,M,M,n,p,n,p,0,m,28,V,a,n
y,14000,30,d,n,n,M,M,n,p,y,p,0,m,23,S,a,e
y,15000,34,o,n,n,M,M,n,p,n,p,0,m,62,V,p,n
y,12000,24,t,n,n,F,M,n,p,n,c,16,s,28,T,a,n
y,12000,23,u,n,n,M,S,n,p,n,p,0,s,14,S,a,n
y,15000,38,u,n,n,F,M,n,p,n,p,0,m,58,W,a,n
y,12000,14,s,n,n,F,M,n,p,n,c,6,s,2,X,a,n
y,15000,19,t,n,n,F,S,n,p,n,p,0,m,38,J,a,e
y,17000,10,m,n,n,F,M,n,p,n,p,0,s,3,J,p,n
y,11000,10,v,n,n,M,D,n,p,y,p,0,m,17,V,v,n
y,12000,18,v,n,n,M,S,n,p,y,c,68,m,0,V,a,n
y,18000,46,v,n,n,M,S,n,p,n,c,44,m,3,K,a,n
y,12000,49,x,n,n,F,S,y,p,n,p,0,s,3,W,a,e
y,12000,26,u,n,n,M,M,n,p,n,c,14,m,25,J,a,n
y,14000,20,s,n,n,M,M,n,p,n,c,2,m,23,J,a,n
y,11000,22,h,n,n,M,S,n,p,y,c,2,m,9,V,a,n
y,12000,25,t,n,n,F,S,n,p,n,c,40,m,15,W,a,n
y,20000,22,t,n,n,M,S,n,p,n,c,10,s,15,V,a,n
y,11000,40,z,n,n,M,M,n,p,n,b,0,m,11,V,p,n
y,15000,43,z,n,n,F,M,n,p,n,b,0,m,74,V,a,n
y,12000,44,z,n,n,F,M,n,p,n,c,24,m,42,J,a,n
y,11000,43,z,n,n,F,M,y,p,n,c,10,m,24,G,a,e
y,17000,50,z,n,n,M,S,n,p,n,p,0,m,37,J,p,n
y,12000,44,z,n,n,F,M,n,p,n,p,0,m,14,V,a,n
y,12000,42,z,n,n,M,M,n,p,n,p,0,s,4,J,a,n
y,11000,41,z,n,n,M,S,n,p,n,p,0,m,44,V,a,n
y,20000,33,z,n,n,M,M,n,p,n,c,10,m,47,V,a,n
y,12000,30,z,n,n,F,S,n,p,n,c,6,m,10,G,p,n
y,14000,25,z,n,n,F,S,n,p,n,c,6,s,19,G,a,n
y,15000,24,z,n,n,F,M,n,p,n,c,2,m,44,V,v,n
y,12000,30,z,n,n,M,S,n,p,n,c,2,s,8,V,a,s
y,12000,30,z,n,n,M,S,n,p,n,c,30,m,8,V,a,n
y,15000,27,z,n,n,F,M,n,p,n,c,10,m,6,L,a,n
y,15000,27,z,n,n,F,S,n,p,n,c,40,s,6,V,a,e
y,25000,24,z,n,n,F,S,n,p,n,c,10,s,5,J,p,n
y,12000,26,z,n,n,M,M,n,p,n,c,80,m,8,S,a,n
y,13000,29,z,n,n,F,S,n,p,n,c,6,m,9,M,a,n
y,15000,28,z,n,n,M,S,n,p,n,c,4,s,19,V,p,n
y,11000,25,z,n,n,F,M,n,p,n,c,4,m,14,V,a,n
y,15000,36,z,n,n,F,M,n,p,n,c,6,s,38,V,a,n
y,15000,25,z,n,n,F,M,n,p,n,c,20,m,44,W,a,n
y,12000,34,z,n,n,F,S,n,p,n,c,14,m,21,V,p,n
y,12000,31,z,n,n,F,M,n,p,n,c,80,m,15,V,a,n
y,15000,38,z,n,n,M,S,n,p,n,c,24,s,12,S,a,n
y,17000,37,z,n,n,M,S,n,p,n,c,14,s,31,S,a,n
y,12000,34,z,n,n,F,M,n,p,n,c,20,m,17,W,a,n
y,11000,30,z,n,n,M,S,n,p,n,c,40,m,11,D,a,n
y,12000,26,z,n,n,M,S,n,p,n,c,8,m,2,S,a,n
y,15000,21,z,n,n,M,S,n,p,n,c,2,m,2,K,a,n
y,11000,30,z,n,n,M,S,n,p,n,c,40,s,1,V,a,n
y,12000,38,z,n,n,F,S,n,p,n,c,14,m,10,V,a,n
y,12000,21,z,n,n,M,M,n,p,n,c,2,m,3,D,a,n
y,15000,29,z,n,n,M,S,n,p,n,c,14,s,4,S,a,i
y,12000,20,z,n,n,M,M,n,p,n,c,2,m,0,V,a,e
y,12000,27,z,n,y,F,M,n,p,n,c,6,m,8,P,a,n
y,12000,29,z,n,n,M,S,n,p,n,c,32,m,32,S,a,n
y,15000,27,z,n,n,M,S,n,p,n,c,50,m,43,V,a,n
y,11000,33,z,n,n,F,M,n,p,n,c,4,s,0,V,a,n
y,13000,29,z,n,n,M,S,n,p,n,c,10,m,3,V,p,n
y,12000,24,z,n,n,F,W,n,p,n,c,30,m,3,J,a,n
y,19000,20,z,n,n,F,D,n,p,n,p,0,m,12,V,a,n
y,12000,20,z,n,n,F,S,n,p,n,p,0,m,17,S,p,n
y,12000,25,z,n,n,F,S,n,p,n,p,0,m,1,V,a,e
y,12000,27,z,n,n,F,D,n,p,n,p,0,m,3,P,a,n
y,12000,19,z,n,n,M,S,n,p,n,b,0,m,3,J,v,n
y,15000,19,z,n,n,F,M,n,p,n,c,4,m,28,V,a,n
y,12000,15,z,n,n,M,W,n,p,n,c,6,m,10,V,a,n
y,15000,14,z,n,n,M,S,n,p,n,c,32,m,8,V,a,n
y,12000,18,z,n,n,F,M,n,p,n,c,14,m,5,W,a,n
y,15000,13,z,n,n,F,M,n,p,n,c,10,s,5,V,a,n
y,15000,18,z,n,n,F,S,n,p,n,c,14,m,20,L,p,n
y,25000,13,z,n,n,M,M,n,p,n,c,4,m,13,V,a,n
y,17000,19,z,n,n,F,S,n,p,n,c,4,m,19,J,a,e
y,15000,17,z,n,n,M,S,n,p,n,c,16,m,35,V,p,n
y,20000,15,z,n,n,M,S,n,p,n,c,10,s,11,J,a,n
y,12000,15,z,n,n,M,S,n,p,n,c,16,m,11,V,a,e
y,15000,16,z,n,n,M,S,n,p,n,c,50,m,4,J,a,n
y,12000,11,z,n,n,F,S,n,p,n,c,40,s,0,G,v,n
y,12000,18,z,n,n,M,M,n,p,n,c,18,s,13,P,a,n
y,14000,16,z,n,n,M,M,n,p,n,c,30,m,3,V,a,n
y,12000,15,z,n,n,M,M,n,p,n,c,30,s,2,L,a,n
y,12000,18,z,n,n,M,S,n,p,n,c,6,m,2,D,v,n
y,12000,13,z,n,n,M,S,n,p,n,p,0,s,7,S,a,n
y,14000,15,z,n,y,F,M,n,p,n,p,0,m,7,V,a,n
y,12000,47,z,n,n,F,M,n,p,y,c,6,m,2,Q,a,n
y,20000,23,z,n,n,F,M,n,p,y,b,0,m,3,J,p,n
y,12000,22,z,n,n,F,D,n,p,y,c,20,m,37,S,a,n
y,15000,21,z,n,n,F,S,n,p,y,c,38,m,10,G,a,e
y,12000,28,z,n,n,F,M,n,p,y,c,4,m,48,M,a,n
y,15000,25,z,n,n,F,S,n,p,y,c,10,m,7,X,a,n
y,14000,24,z,n,n,M,M,n,p,y,c,2,m,9,V,a,n
y,11000,21,z,n,n,F,M,n,p,y,c,60,m,35,G,a,n
y,17000,30,z,n,n,F,M,n,p,y,c,16,m,12,S,a,n
y,19000,31,z,n,n,F,M,n,p,y,p,0,s,4,V,a,n
y,12000,15,z,n,n,F,M,n,p,y,c,2,s,22,V,a,n
y,12000,18,z,n,n,F,M,n,p,y,c,4,m,3,V,a,n
y,11000,19,z,n,n,M,S,n,p,y,c,12,m,2,P,p,n
y,14000,11,z,n,n,M,S,n,p,y,p,0,s,6,V,p,n
y,12000,19,z,n,n,M,S,n,p,y,p,0,m,15,V,p,n
y,12000,18,z,n,n,M,S,n,p,y,p,0,m,4,V,a,n
y,16000,43,z,n,n,M,M,n,p,n,b,0,m,6,K,a,n
y,15000,43,z,n,n,F,M,n,p,n,b,0,m,8,K,a,n
y,14000,40,z,n,n,F,M,n,p,n,c,40,s,12,V,a,n
y,15000,42,z,n,n,M,M,n,p,n,c,80,m,2,S,p,n
y,15000,50,z,n,n,M,M,n,p,n,c,42,m,18,V,p,n
y,22000,45,z,n,n,F,D,y,p,n,c,10,s,2,P,a,e
y,20000,41,z,n,n,F,M,n,p,n,c,2,m,20,V,a,n
y,26000,44,z,n,n,M,M,n,p,n,c,100,m,14,V,a,n
y,12000,41,z,n,n,M,M,n,p,n,p,0,m,0,V,p,n
y,12000,49,z,n,n,M,M,n,p,n,p,0,m,4,V,a,n
y,15000,43,z,n,n,M,M,n,p,n,p,0,s,6,L,a,n
y,15000,47,z,n,n,M,M,n,p,n,p,0,s,14,V,a,n
y,12000,28,z,n,n,M,S,n,p,n,b,0,s,0,K,a,n
y,14000,39,z,n,n,M,M,n,p,n,b,0,m,44,J,a,n
y,15000,31,z,n,n,M,M,n,p,n,b,0,m,8,V,a,e
y,13000,35,z,n,n,M,M,n,p,n,c,14,m,44,J,a,n
y,12000,28,z,n,n,M,M,n,p,n,c,10,m,14,V,p,n
y,13000,30,z,n,n,F,M,n,p,n,c,50,m,14,G,a,n
y,11000,24,z,n,n,M,S,n,p,n,c,12,m,0,V,v,n
y,12000,27,z,n,n,F,M,n,p,n,c,20,m,2,K,a,n
y,12000,27,z,n,n,M,W,n,p,n,c,28,s,2,J,a,n
y,13000,37,z,n,n,M,M,n,p,n,c,14,m,32,V,p,n
y,13000,25,z,n,n,F,M,n,p,n,c,4,m,26,V,a,e
y,13000,22,z,n,n,F,M,n,p,n,c,30,m,34,S,a,n
y,12000,25,z,n,n,F,S,n,p,n,c,10,s,12,S,a,n
y,15000,35,z,n,n,M,M,n,p,n,c,50,m,6,M,a,n
y,15000,26,z,n,y,F,M,n,p,n,c,50,m,0,D,a,n
y,15000,24,z,n,n,M,D,n,p,n,c,12,s,0,V,p,n
y,15000,20,z,n,n,F,M,n,p,n,c,14,m,20,K,a,n
y,15000,22,z,n,n,M,S,n,p,n,c,6,s,22,P,a,n
y,15000,36,z,n,n,F,S,n,p,n,c,2,m,2,V,a,n
y,15000,21,z,n,n,F,M,n,p,n,c,24,m,12,V,a,n
y,24000,21,z,n,n,F,D,n,p,n,c,4,s,4,S,a,n
y,24000,30,z,n,n,M,M,n,p,n,c,8,m,42,S,a,n
y,30000,20,z,n,n,M,M,n,p,n,c,10,m,16,V,a,h
y,12000,31,z,n,n,F,M,n,p,n,p,0,m,44,D,a,n
y,12000,21,z,n,n,F,M,n,p,n,p,0,m,6,U,a,e
y,15000,34,z,n,n,F,S,n,p,n,p,0,s,16,V,p,n
y,15000,36,z,n,n,F,W,n,p,n,p,0,s,38,N,a,n
y,14000,11,z,n,n,M,S,n,p,n,b,0,s,0,J,a,n
y,20000,13,z,n,n,M,M,n,p,n,b,0,m,0,V,a,n
y,12000,10,z,n,n,M,M,n,p,n,c,2,m,0,K,a,n
y,12000,15,z,n,n,M,M,n,p,n,c,100,m,16,P,p,n
y,11000,13,z,n,n,F,S,n,p,n,c,4,s,26,V,a,n
y,12000,13,z,n,n,F,M,n,p,n,c,16,m,24,W,a,n
y,12000,13,z,n,n,F,M,n,p,n,c,10,m,20,V,p,n
y,15000,16,z,n,n,M,S,n,p,n,c,10,s,6,J,a,e
y,15000,14,z,n,n,M,M,n,p,n,c,10,m,24,V,a,n
y,15000,19,z,n,n,M,M,n,p,n,c,10,m,28,V,a,n
y,22000,13,z,n,n,M,S,n,p,n,c,24,s,2,S,a,n
y,15000,19,z,n,n,M,M,n,p,n,p,0,m,14,J,a,e
y,12000,44,z,n,n,M,M,y,p,y,b,0,m,20,V,a,e
y,12000,45,z,n,n,M,M,n,p,y,c,62,m,46,V,p,n
y,12000,25,z,n,n,F,M,n,p,y,b,0,m,6,V,a,n
y,15000,21,z,n,n,F,M,n,p,y,b,0,m,0,K,a,n
y,12000,22,z,n,n,M,M,n,p,y,c,30,m,0,V,p,n
y,12000,24,z,n,n,F,W,n,p,y,c,4,s,0,G,a,n
y,12000,33,z,n,n,M,M,n,p,y,c,2,m,2,V,a,n
y,15000,20,z,n,n,M,S,n,p,y,c,8,s,28,J,a,n
y,12000,19,z,n,n,F,D,n,p,y,p,0,s,2,V,a,n
y,13000,10,z,n,n,M,S,n,p,y,p,0,m,4,V,a,n
y,12000,45,z,n,n,F,S,n,p,n,c,0,s,1,S,a,e
y,13000,55,z,n,n,M,S,n,p,n,c,16,s,1,J,a,e
y,12000,42,z,n,n,F,M,n,p,n,c,28,s,3,T,a,n
y,14000,56,z,n,n,F,M,n,p,n,c,100,m,3,V,a,n
y,16000,46,z,n,n,F,M,n,p,n,c,18,m,5,J,a,n
y,15000,50,z,n,n,F,M,n,p,n,c,0,m,8,J,a,n
y,13000,42,z,n,n,M,S,n,p,n,c,20,s,54,M,a,e
y,15000,44,z,n,n,M,M,n,p,n,c,40,m,11,V,a,n
y,12000,45,z,n,n,M,M,n,p,y,c,18,s,13,V,a,n
y,12000,56,z,n,n,F,M,n,p,n,c,0,s,47,V,a,n
y,12000,40,z,n,n,M,M,n,p,n,c,32,m,8,V,a,n
y,12000,43,z,n,n,M,M,n,p,n,c,0,s,7,V,a,n
y,12000,44,z,n,n,F,M,n,p,n,c,6,s,15,J,a,n
y,11000,42,z,n,n,F,S,n,p,n,c,20,s,4,V,a,n
y,15000,41,z,n,n,F,M,n,p,n,c,4,m,15,S,p,n
y,12000,46,z,n,n,F,S,n,p,n,c,18,s,46,S,a,n
y,12000,55,z,n,n,M,S,n,p,n,c,0,m,11,J,a,n
y,12000,42,z,n,n,F,M,n,p,n,c,0,m,7,V,a,n
y,15000,64,z,n,n,F,M,n,p,n,c,0,s,7,P,a,n
y,12000,48,z,n,n,F,M,n,p,n,c,0,s,4,V,a,n
y,12000,51,z,n,n,M,M,n,p,n,c,30,s,16,V,a,n
y,20000,43,z,n,n,M,M,n,p,n,c,0,m,21,V,p,n
y,15000,43,z,n,n,M,S,n,o,n,c,10,m,30,T,a,n
y,18000,56,z,n,n,M,M,n,p,n,c,18,s,5,G,a,n
y,12000,52,z,n,n,M,M,n,p,n,c,4,m,35,V,a,n
y,12000,45,z,n,n,F,M,n,p,n,c,10,m,24,J,a,e
y,12000,50,z,n,n,M,D,n,p,n,c,0,s,4,V,a,h
y,12000,51,z,n,n,M,S,n,p,n,c,0,m,12,D,a,n
y,11000,41,z,n,n,F,S,n,p,n,c,24,s,7,V,a,n
y,15000,58,z,n,n,M,S,n,p,y,c,0,s,11,V,a,n
y,13000,48,z,n,n,F,M,n,p,n,c,50,s,8,J,p,n
y,15000,48,z,n,n,M,M,n,p,n,c,0,s,6,V,a,n
y,20000,46,z,n,n,M,M,n,p,y,c,0,m,5,V,a,n
y,11000,47,z,n,n,F,S,n,p,n,c,0,m,4,J,p,n
y,13000,53,z,n,n,M,S,n,p,n,c,0,m,30,J,p,n
y,15000,56,z,n,n,M,S,n,p,y,c,70,m,10,V,a,n
y,12000,41,z,n,n,F,M,n,p,n,c,0,m,19,J,a,n
y,12000,40,z,n,n,F,S,n,p,n,c,40,m,15,V,a,n
y,12000,50,z,n,n,M,S,n,p,n,c,10,s,18,D,a,n
y,12000,49,z,n,n,F,S,n,p,y,c,8,m,34,G,a,n
y,13000,47,z,n,n,F,M,n,p,n,c,0,s,10,J,a,n
y,13000,56,z,n,n,M,S,n,p,n,c,22,m,4,V,a,n
y,15000,49,z,n,n,F,M,n,p,n,c,2,s,8,V,a,n
y,14000,42,z,n,n,F,S,n,p,n,c,0,m,4,W,p,n
y,12000,34,z,n,n,F,S,n,p,n,b,0,m,14,W,a,n
y,12000,38,z,n,n,F,M,n,p,n,b,0,s,16,S,a,n
y,12000,25,z,n,n,F,S,n,p,y,b,0,m,12,V,p,n
y,12000,34,z,n,n,M,S,n,o,y,c,100,m,3,V,a,n
y,15000,33,z,n,n,M,M,n,p,n,c,0,s,2,V,a,n
y,12000,27,z,n,n,F,S,n,p,n,c,0,m,2,V,a,n
y,12000,20,z,n,n,M,M,n,p,n,c,16,s,2,J,a,e
y,12000,32,z,n,n,M,M,n,p,n,c,0,m,2,J,a,n
y,12000,21,z,n,n,F,S,n,p,n,c,6,s,0,Q,a,n
y,13000,27,z,n,n,F,M,n,p,n,c,16,s,2,V,a,e
y,30000,20,z,n,n,M,S,n,o,n,c,20,s,3,J,a,e
y,11000,20,z,n,n,M,S,n,p,n,c,0,s,6,W,a,s
y,15000,27,z,n,n,M,M,n,p,y,c,12,m,10,V,a,n
y,12000,33,z,n,n,F,S,n,p,y,c,0,m,12,X,a,n
y,15000,27,z,n,n,F,M,n,p,y,c,8,s,6,P,a,n
y,12000,39,z,n,n,F,M,n,p,n,c,0,s,8,H,a,n
y,15000,39,z,n,n,F,M,n,p,y,c,14,m,40,V,p,n
y,19000,30,z,n,n,F,M,n,p,n,c,80,m,4,V,a,n
y,11000,28,z,n,n,F,M,n,p,n,c,66,s,10,P,a,n
y,12000,25,z,n,n,M,M,n,p,n,c,0,s,4,S,a,n
y,20000,24,z,n,n,F,S,n,o,n,c,0,s,25,S,a,n
y,15000,28,z,n,n,F,S,n,p,n,c,0,s,36,J,a,n
y,12000,28,z,n,n,M,S,n,o,n,c,20,s,54,V,a,n
y,15000,24,z,n,n,F,S,n,p,n,c,0,s,28,S,a,n
y,12000,26,z,n,n,F,M,n,p,n,c,26,s,23,D,a,e
y,12000,35,z,n,n,F,M,n,p,y,c,20,m,38,V,a,n
y,12000,39,z,n,n,F,M,n,p,y,c,0,m,39,V,a,e
y,14000,35,z,n,n,F,M,n,p,n,c,10,m,19,V,a,n
y,15000,39,z,n,n,M,M,n,p,n,c,6,m,4,P,a,n
y,12000,20,z,n,n,M,M,n,p,y,c,0,m,8,V,a,n
y,14000,36,z,n,n,F,S,n,p,n,c,16,m,10,V,a,n
y,12000,24,z,n,n,F,S,n,p,n,c,0,m,42,V,a,n
y,20000,37,z,n,n,F,S,n,p,n,c,4,m,16,J,p,n
